date,Bremer,Carroll,Cass,Cedar,Clarke,Emmet,Floyd,Fremont,Grundy,Guthrie,Ida,Iowa,Jones,Lee,Lyon,Marion,Marshall,Mitchell,O'Brien,Osceola,Page,Pocahontas,Ringgold,Taylor,Union,Van Buren,Wapello,Winneshiek,Woodbury,Wright,Audubon,Benton,Buchanan,Buena Vista,Cerro Gordo,Clayton,Clinton,Delaware,Dubuque,Hamilton,Hardin,Harrison,Henry,Jackson,Jasper,Jefferson,Keokuk,Lucas,Madison,Mills,Monona,Montgomery,Muscatine,Polk,Tama,Washington,Adair,Boone,Chickasaw,Clay,Crawford,Des Moines,Greene,Hancock,Kossuth,Linn,Poweshiek,Sac,Scott,Sioux,Story,Unknown,Wayne,Webster,Allamakee,Appanoose,Black Hawk,Butler,Calhoun,Dallas,Davis,Dickinson,Fayette,Howard,Humboldt,Johnson,Louisa,Mahaska,Monroe,Palo Alto,Plymouth,Shelby,Warren,Winnebago,Franklin,Cherokee,Pottawattamie,Worth,Decatur,Adams
05/26/2020,67,9,11,46,37,7,18,4,19,43,14,33,36,22,19,30,875,4,27,32,10,6,4,41,6,9,517,23,2644,124,12,39,31,496,22,31,60,15,325,25,13,19,67,12,257,18,14,7,25,16,24,6,545,3833,400,185,7,55,8,12,487,56,13,14,8,936,88,15,341,210,95,8,1,28,119,13,1696,15,2,864,20,9,26,12,13,605,336,85,35,3,118,32,112,10,8,21,220,3,0,6
05/27/2020,67,9,11,46,44,12,18,4,19,45,14,35,36,23,19,30,881,5,27,31,11,10,4,49,6,9,540,23,2668,134,12,39,31,688,24,31,60,15,331,29,16,19,67,11,258,19,14,8,25,16,24,6,549,3890,400,185,8,57,8,13,488,57,13,15,9,940,88,17,348,212,97,3,1,30,119,13,1713,15,2,874,20,16,26,12,15,607,336,88,35,3,119,34,115,11,10,23,228,3,1,7
05/28/2020,67,9,11,46,46,13,18,4,19,46,14,33,36,24,19,31,884,5,28,32,11,10,4,49,7,9,548,23,2678,145,12,40,32,707,25,32,60,15,338,29,16,21,67,12,260,20,14,12,27,16,24,6,549,3959,400,185,8,57,9,13,495,59,13,16,9,942,89,17,355,213,100,5,1,34,120,14,1724,15,2,879,20,18,26,12,16,607,342,91,38,3,120,34,118,11,11,24,234,3,1,7
05/29/2020,69,9,12,46,50,14,19,4,20,50,14,33,36,25,20,32,892,4,29,32,11,11,4,51,7,9,556,23,2726,161,12,40,32,724,27,33,61,15,344,33,16,21,71,12,260,21,14,16,27,16,24,6,554,4072,401,187,9,59,10,13,504,62,13,16,9,947,89,18,358,215,106,4,1,37,120,14,1730,15,2,888,21,19,26,12,16,612,341,93,38,6,127,35,121,11,11,27,245,3,1,7
05/30/2020,69,9,12,46,54,14,19,4,20,50,14,33,36,25,21,32,892,4,28,33,13,11,4,54,7,9,577,24,2745,167,12,42,33,743,29,34,61,15,343,35,17,23,71,12,261,26,15,17,28,19,24,7,557,4189,403,189,9,61,10,15,517,62,13,16,9,952,90,18,359,219,111,0,1,39,120,15,1743,15,2,900,21,20,27,12,17,614,343,93,38,6,129,37,130,11,13,28,259,3,1,7
05/31/2020,70,11,12,48,55,15,19,4,20,51,14,33,36,27,24,32,894,4,31,33,13,12,4,56,8,9,595,24,2754,169,12,43,33,793,29,35,64,15,344,37,17,23,71,12,260,29,15,17,29,19,25,7,557,4239,403,189,9,62,10,16,524,65,13,16,10,955,90,19,361,282,116,1,1,41,121,15,1747,16,2,905,22,21,27,12,18,615,344,94,38,6,133,37,133,11,13,31,264,3,1,7
06/01/2020,69,12,12,49,58,17,19,4,20,53,14,33,37,27,24,32,897,4,32,34,14,13,4,56,9,9,600,24,2768,181,12,43,33,814,29,34,64,17,347,44,17,24,72,12,260,30,14,17,29,19,25,8,557,4269,404,190,9,65,10,18,528,66,13,16,11,955,90,20,362,284,117,3,1,42,120,14,1750,17,2,916,24,23,27,12,18,614,346,95,38,7,134,37,139,11,14,31,270,3,1,7
06/02/2020,69,12,12,49,62,18,19,4,20,53,14,33,37,27,24,34,898,4,33,34,14,13,4,58,10,9,610,24,2786,188,13,43,33,854,29,34,64,18,350,44,17,25,72,12,261,34,14,19,30,19,25,8,559,4344,405,190,9,67,12,18,530,66,13,16,12,958,90,21,364,287,118,0,1,43,120,14,1759,16,3,925,25,25,27,12,18,615,346,97,38,7,135,37,144,11,13,32,274,3,1,7
06/03/2020,70,13,12,49,64,19,19,4,20,53,14,33,37,28,25,34,901,4,37,34,14,14,4,59,9,9,615,24,2819,195,13,44,33,951,30,34,65,19,352,45,19,26,72,13,263,33,14,19,29,20,25,8,564,4418,408,192,9,67,12,21,543,66,13,16,13,967,91,26,369,290,118,0,1,45,120,14,1759,17,5,929,27,27,28,12,18,616,347,98,38,7,141,37,155,11,15,36,300,3,1,7
06/04/2020,71,14,12,49,67,26,19,4,20,54,15,33,37,29,24,35,915,4,40,35,14,18,4,64,9,9,630,24,2854,213,13,43,33,1024,33,34,65,19,356,62,21,26,73,13,269,35,14,22,29,20,25,10,566,4565,411,195,9,70,13,27,548,67,15,16,15,974,92,28,382,304,128,2,1,64,120,17,1776,16,8,948,28,34,28,12,19,619,350,98,41,7,149,37,167,11,18,41,315,3,1,7
06/05/2020,71,15,13,50,69,27,19,4,20,55,15,33,37,30,24,35,918,4,44,37,15,20,4,66,10,9,640,24,2887,223,13,43,34,1091,34,34,65,19,360,77,29,26,74,14,269,36,15,22,29,20,27,9,567,4650,412,197,9,72,13,29,557,68,15,18,16,978,92,29,385,309,135,7,1,77,120,17,1788,16,11,958,28,38,27,12,20,622,350,99,42,7,156,38,171,11,21,41,333,3,2,7
06/06/2020,71,16,13,50,71,28,19,4,19,55,15,33,37,30,25,35,919,4,46,37,16,20,4,66,11,9,641,24,2909,236,13,44,34,1115,34,34,65,19,362,81,31,26,74,14,271,36,15,22,29,20,27,9,569,4691,415,199,9,72,13,30,568,68,14,19,16,983,92,30,386,311,145,9,2,78,120,17,1791,16,12,959,28,41,27,12,20,625,350,99,43,7,156,38,174,11,25,46,341,3,2,7
06/07/2020,74,17,13,50,75,31,19,4,19,55,15,33,37,31,26,35,926,4,51,38,16,20,4,68,11,10,648,24,2927,243,13,45,34,1154,34,34,67,20,364,83,33,26,74,14,274,37,15,22,29,21,27,9,566,4750,416,200,9,77,14,34,573,70,14,22,16,987,93,31,388,320,150,5,2,81,120,17,1800,16,14,959,29,52,28,12,20,626,350,101,43,7,163,38,174,11,30,46,355,3,2,7
06/08/2020,74,17,13,53,76,34,19,4,20,55,15,33,38,32,26,36,930,5,54,41,16,21,6,68,11,10,654,24,2939,244,13,46,34,1221,32,34,67,20,370,91,33,27,73,14,273,38,16,22,29,21,27,9,566,4841,417,200,9,78,15,35,576,68,14,22,16,1000,94,31,393,322,156,7,2,85,120,16,1801,16,13,962,29,61,28,12,24,627,350,102,44,8,172,39,174,12,34,46,382,4,3,7
06/09/2020,74,17,13,52,79,34,19,4,20,55,15,33,38,34,26,37,931,5,55,41,16,21,6,68,11,10,658,24,2947,247,13,46,34,1261,32,34,67,20,372,97,33,27,73,14,275,40,15,22,29,21,28,9,567,4868,417,202,10,78,15,36,583,68,14,22,16,1002,94,34,393,323,157,5,3,87,120,16,1802,16,14,969,29,66,28,12,24,630,352,103,46,9,172,40,177,12,37,49,389,3,3,7
06/10/2020,74,18,13,52,83,34,19,4,24,55,16,34,38,36,26,38,933,6,60,53,16,29,7,70,10,11,660,25,2960,266,14,46,34,1359,37,34,67,25,371,106,39,30,73,14,277,43,17,22,30,21,29,9,569,4924,418,205,10,79,15,39,589,68,16,25,16,1007,95,34,398,337,177,5,4,89,121,16,1817,19,16,974,30,90,28,12,27,625,354,104,46,9,179,42,184,12,38,52,439,3,3,7
06/11/2020,74,20,13,52,85,35,20,4,23,56,17,34,38,38,28,39,938,6,62,49,16,30,8,71,10,11,668,24,2973,272,13,46,34,1430,39,35,67,26,378,107,42,32,73,14,278,43,15,22,32,22,29,9,569,4991,426,205,11,83,15,55,592,67,16,25,16,1010,95,36,400,344,192,7,4,91,121,16,1821,19,17,986,31,110,28,12,29,630,355,107,46,13,188,45,189,12,43,55,466,4,3,7
06/12/2020,74,34,13,53,86,38,20,4,24,57,17,34,41,37,30,40,940,6,64,49,16,30,8,72,10,11,672,24,2994,280,13,46,34,1488,41,35,67,27,383,112,42,33,73,14,279,44,15,23,31,22,32,9,572,5046,427,208,11,94,15,62,595,68,20,26,16,1014,95,37,404,351,216,6,4,95,121,16,1825,19,19,1005,33,122,28,12,30,636,355,107,47,13,196,43,191,12,42,56,489,4,4,7
06/13/2020,74,41,14,54,88,38,20,4,23,58,18,34,41,38,30,43,941,7,64,49,16,30,8,73,10,11,674,24,2999,285,13,46,35,1567,42,35,67,27,384,118,43,39,73,14,280,45,15,24,34,23,43,9,574,5119,427,208,11,96,15,66,614,67,21,27,17,1017,95,37,407,354,238,5,4,96,121,16,1830,22,20,1019,33,131,28,12,32,638,355,107,47,13,196,47,193,12,44,58,503,4,4,7
06/14/2020,74,48,14,54,89,39,20,4,23,58,18,34,41,38,31,43,941,7,65,49,16,30,8,73,10,11,675,24,3004,287,14,46,35,1588,42,35,68,27,384,119,44,39,73,14,283,45,15,24,34,24,43,9,574,5169,427,208,11,100,15,73,618,68,21,29,17,1018,95,38,406,355,248,4,4,97,121,17,1834,23,23,1026,34,133,28,12,33,638,355,108,47,14,200,49,197,12,46,59,507,4,4,7
06/15/2020,74,48,14,54,89,41,20,4,23,59,18,34,41,40,31,42,941,8,66,49,17,30,8,74,10,11,675,24,3011,294,14,46,35,1595,44,35,68,27,388,124,45,41,74,14,282,48,15,25,34,24,49,9,574,5180,429,208,11,101,15,77,622,66,21,33,19,1019,95,38,407,361,255,5,5,99,121,17,1836,23,24,1029,34,153,28,12,34,644,355,108,47,16,201,49,197,13,49,59,514,5,8,8
06/16/2020,74,49,14,54,89,43,21,4,24,59,19,34,41,40,31,41,944,8,67,49,17,30,9,74,10,12,677,24,3015,292,14,46,35,1602,49,35,68,28,391,129,44,40,74,14,283,46,16,25,34,24,49,9,573,5210,429,208,12,101,15,83,623,66,21,31,20,1023,95,38,409,363,281,7,5,103,121,17,1840,24,24,1031,34,166,28,12,34,653,355,108,48,16,204,52,198,13,50,60,517,5,9,8
06/17/2020,78,63,14,54,90,45,22,4,25,60,19,35,41,40,32,41,949,9,69,49,18,32,10,74,11,11,679,24,3029,292,14,49,35,1620,49,35,70,29,395,131,46,41,75,14,287,46,16,25,34,25,53,9,577,5276,429,209,12,103,15,86,630,66,25,30,20,1042,95,41,417,371,320,7,5,104,121,17,1846,28,25,1046,34,174,28,12,34,674,354,108,48,16,209,56,201,13,51,62,541,5,8,8
06/18/2020,81,63,16,55,96,46,26,4,25,61,19,35,42,41,32,44,953,8,69,49,18,32,10,75,12,11,681,24,3041,310,14,50,36,1627,54,35,70,29,398,144,52,41,75,15,290,46,16,26,34,26,56,9,578,5323,429,210,12,105,16,93,633,66,26,34,23,1051,95,41,421,393,343,8,5,109,121,18,1866,31,25,1051,36,184,28,12,38,696,354,108,48,18,216,65,201,12,56,65,553,6,8,7
06/19/2020,81,66,16,56,110,48,30,5,26,61,19,35,43,42,32,45,967,9,70,49,18,36,11,75,12,11,681,24,3054,318,15,50,37,1640,57,35,72,32,412,149,52,41,75,15,290,46,16,26,34,30,56,10,581,5410,430,210,12,107,19,102,635,74,27,35,22,1066,95,43,431,409,404,9,5,113,121,18,1876,32,25,1064,36,192,28,13,39,721,354,109,49,20,230,71,207,13,61,65,579,6,9,7
06/20/2020,81,67,16,56,111,51,32,4,26,61,19,35,43,43,32,45,968,8,70,49,18,38,11,75,12,12,682,24,3055,322,15,51,37,1649,58,35,73,32,411,152,52,41,76,17,291,46,16,26,34,29,57,10,581,5436,430,210,12,108,19,104,637,74,27,36,22,1077,95,44,435,410,420,6,5,114,121,18,1883,33,25,1067,36,195,28,13,39,725,354,109,49,21,230,74,209,13,60,65,587,6,9,7
06/21/2020,82,70,16,60,112,58,33,4,26,62,20,39,46,45,36,46,974,8,72,49,18,38,11,76,13,12,689,24,3068,332,15,52,37,1667,59,35,75,33,417,158,53,42,78,19,296,47,16,26,35,31,59,10,584,5508,431,212,12,118,21,106,640,76,28,38,24,1096,96,47,447,423,471,7,5,120,121,20,1895,35,25,1073,36,201,29,14,40,760,356,112,49,22,247,79,211,15,63,66,620,6,9,7
06/22/2020,82,69,16,61,111,59,37,4,26,63,20,40,47,44,36,48,976,9,73,49,18,39,11,76,14,14,689,24,3073,338,15,52,38,1669,61,35,75,33,424,168,53,44,78,19,298,49,16,26,35,31,59,10,586,5548,432,214,12,115,20,106,641,78,28,38,25,1103,97,47,451,422,486,8,5,126,122,20,1899,35,25,1081,36,207,29,14,41,781,355,112,49,23,249,81,214,15,67,67,629,8,9,7
06/23/2020,85,69,16,62,111,63,46,4,26,63,21,40,47,43,37,48,978,9,74,49,18,39,12,76,14,16,689,24,3083,341,15,52,40,1670,62,35,75,34,454,170,54,44,79,19,304,49,17,28,35,31,63,10,590,5582,432,214,12,115,20,109,642,78,28,38,27,1107,97,48,460,423,521,5,6,133,122,20,1914,36,26,1084,36,212,30,14,42,811,356,112,49,23,253,85,214,17,66,68,626,8,9,7
06/24/2020,85,71,16,69,112,65,50,5,26,63,21,40,47,44,37,50,989,9,79,49,18,41,12,76,15,17,692,25,3090,353,15,53,42,1675,68,35,80,36,469,173,56,46,80,21,305,49,18,29,35,31,65,10,595,5645,433,218,13,120,21,111,647,79,28,40,31,1126,98,50,488,423,558,5,7,135,121,20,1932,37,29,1091,36,222,30,14,44,858,355,114,51,24,260,93,215,20,67,69,643,8,9,7
06/25/2020,86,73,16,68,114,66,54,6,27,64,21,41,51,44,37,52,994,15,78,49,20,46,12,77,17,17,692,24,3106,355,16,55,41,1677,70,38,83,36,483,178,58,47,79,21,305,50,19,28,35,32,66,10,597,5738,433,217,14,128,23,113,650,81,28,41,29,1152,101,50,516,435,599,10,7,141,122,20,1962,40,30,1115,36,232,30,17,46,914,357,116,50,24,272,95,221,18,68,68,655,8,9,7
06/26/2020,85,73,16,70,114,71,61,6,27,64,21,47,51,44,38,55,1005,16,80,49,20,50,12,77,17,18,694,24,3122,361,18,55,42,1687,81,36,86,38,491,179,59,48,80,23,306,50,19,29,35,32,67,10,600,5800,435,219,14,131,24,115,658,82,28,43,32,1161,102,56,561,443,631,5,7,143,122,20,2002,41,35,1126,36,235,30,17,45,964,358,117,50,24,283,101,224,20,71,69,663,9,9,8
06/27/2020,85,76,17,71,120,75,61,6,27,64,21,47,51,45,39,58,1009,16,80,50,20,66,13,77,24,18,694,24,3133,362,17,55,42,1689,86,38,87,40,497,182,62,49,80,23,309,50,19,29,36,32,67,10,603,5881,438,220,14,131,24,117,659,83,28,45,32,1172,104,58,580,445,656,6,8,143,123,20,2023,41,39,1151,37,236,31,17,45,1016,358,117,50,26,288,102,231,20,71,69,669,11,9,8
06/28/2020,86,79,17,71,123,75,64,7,30,64,21,47,51,47,39,60,1009,21,80,51,20,70,13,77,26,18,696,27,3140,366,17,56,43,1692,93,39,88,41,500,182,65,49,81,23,313,50,19,29,37,32,69,10,606,5947,438,221,15,134,24,119,661,84,28,45,32,1181,104,60,598,445,673,6,8,150,123,20,2059,42,41,1172,37,237,31,21,46,1033,359,117,50,29,291,103,237,22,74,71,674,12,9,8
06/29/2020,87,82,17,75,124,75,65,7,33,64,21,47,53,47,39,64,1012,22,81,51,20,73,14,78,25,19,699,28,3152,370,17,58,44,1694,99,38,92,40,501,184,66,49,81,23,315,52,19,30,37,32,70,10,611,6007,439,225,15,135,25,120,667,84,28,46,32,1195,104,62,618,450,679,7,8,160,123,20,2082,45,44,1173,37,240,32,21,48,1119,359,115,50,30,297,103,243,23,74,71,683,13,9,8
06/30/2020,87,83,17,75,125,75,65,7,33,64,22,48,54,48,40,67,1012,24,83,52,20,75,14,79,25,19,700,31,3170,370,17,58,45,1695,99,39,97,41,523,185,63,51,82,24,317,53,19,30,37,34,70,10,619,6046,445,225,15,136,25,123,667,84,28,47,32,1203,104,63,639,455,699,3,8,161,125,20,2103,46,45,1176,37,241,33,23,48,1150,360,115,50,31,303,106,245,24,75,72,692,14,10,8
07/01/2020,88,87,17,78,126,75,66,7,34,64,22,50,55,49,40,67,1017,28,85,56,20,88,15,79,27,20,701,33,3184,375,16,59,47,1699,105,39,99,46,546,185,63,52,83,26,318,55,19,30,38,34,71,10,622,6139,451,230,15,136,27,126,667,85,28,47,32,1218,104,63,673,458,723,4,8,168,126,20,2138,47,47,1197,38,250,33,27,52,1186,360,115,50,31,308,107,252,26,78,74,707,14,10,8
07/02/2020,90,91,21,80,127,78,68,7,35,64,23,51,56,50,40,68,1035,34,86,58,20,93,15,79,27,19,702,36,3201,377,16,62,51,1705,138,39,104,48,609,187,65,53,85,27,321,58,20,30,40,36,74,10,624,6275,458,234,15,142,27,127,675,86,28,49,33,1238,104,63,704,461,746,7,9,170,126,20,2180,52,48,1223,39,259,34,28,53,1231,360,115,50,36,313,111,258,27,84,75,719,15,11,8
07/03/2020,92,93,21,81,129,80,72,7,36,65,23,51,56,53,41,68,1041,37,86,59,20,93,15,79,27,19,705,37,3207,377,16,63,50,1709,150,40,107,48,627,187,70,53,86,27,321,59,20,30,43,36,74,10,624,6366,460,234,15,146,28,129,675,88,29,49,33,1246,104,63,748,461,752,7,10,171,126,20,2235,52,48,1249,39,261,45,29,53,1243,360,115,50,36,313,114,267,27,85,75,719,17,11,8
07/04/2020,93,96,22,82,132,86,72,7,38,66,23,51,56,54,43,70,1044,37,87,60,20,95,15,79,27,20,707,38,3218,380,16,65,50,1711,157,43,109,50,685,187,71,53,86,29,323,60,20,30,46,36,76,10,629,6494,463,236,15,148,28,133,677,88,29,52,34,1267,104,63,786,464,764,18,10,214,128,20,2265,53,49,1267,40,267,48,35,54,1269,360,115,50,41,316,114,277,28,90,75,721,19,11,8
07/05/2020,94,99,22,84,132,87,75,7,39,66,24,51,60,54,44,70,1050,37,88,61,20,96,15,79,28,21,708,38,3245,384,16,68,54,1712,179,44,113,51,700,188,75,53,86,32,324,64,21,31,47,37,76,10,638,6614,465,242,16,148,31,134,678,90,29,54,35,1288,105,64,799,472,777,18,10,220,128,20,2293,56,50,1284,40,267,50,34,54,1297,361,116,51,41,322,113,290,28,90,75,728,19,11,8
07/06/2020,94,99,23,85,132,88,73,7,38,66,24,53,61,54,45,70,1049,39,88,62,21,97,16,79,29,22,708,39,3252,386,16,68,55,1714,182,44,112,51,702,189,77,54,86,32,325,64,21,31,48,37,77,10,644,6638,465,243,16,148,29,134,677,92,30,54,35,1296,106,64,816,477,779,17,10,229,131,21,2302,57,53,1280,41,266,51,34,55,1314,362,116,51,41,321,114,290,29,90,75,737,20,12,8
07/07/2020,95,99,24,85,133,87,73,8,40,68,23,53,64,54,45,71,1060,41,89,62,20,98,15,80,34,21,708,39,3260,385,16,68,60,1719,190,44,113,51,742,189,81,54,86,34,325,62,21,31,48,39,77,10,649,6739,468,245,16,150,29,137,678,91,29,55,36,1304,107,64,845,481,806,16,10,248,133,21,2323,59,54,1291,41,266,50,34,55,1340,363,117,51,41,324,117,291,29,95,76,745,20,12,8
07/08/2020,98,104,24,86,134,91,75,8,40,69,23,61,65,54,47,74,1063,41,91,64,20,103,15,81,36,21,712,43,3268,388,16,69,60,1724,206,46,115,53,773,192,83,54,88,39,330,62,20,31,50,43,77,10,675,6846,473,247,17,157,29,142,679,95,29,54,37,1324,107,65,896,489,822,21,10,267,135,21,2362,60,56,1300,42,283,52,38,57,1365,363,118,51,42,328,117,298,31,98,79,758,21,12,8
07/09/2020,102,104,27,89,140,92,75,8,43,72,23,62,68,54,48,75,1068,43,92,64,20,104,15,81,37,21,712,43,3290,389,16,72,61,1727,224,47,121,54,835,194,88,56,90,48,332,62,21,32,51,46,77,11,684,7002,478,248,16,160,29,145,679,95,29,57,39,1341,109,65,935,494,827,23,10,285,135,21,2400,60,58,1335,42,286,54,37,59,1385,363,118,51,46,336,118,300,31,99,81,784,21,12,8
07/10/2020,106,110,27,95,143,95,76,10,47,73,23,61,69,54,52,77,1080,44,93,67,20,107,15,81,38,21,714,45,3318,397,16,75,62,1733,271,48,130,56,920,199,89,58,93,56,337,62,23,34,53,47,78,11,685,7212,483,249,17,164,29,148,679,100,30,58,42,1368,110,65,1004,499,854,28,11,349,138,21,2465,64,61,1366,42,295,56,37,59,1406,365,119,51,48,345,120,312,33,104,82,807,22,13,8
