date,Blue Earth,Clay,Cottonwood,Dakota,Douglas,Goodhue,Houston,Isanti,Kittson,Koochiching,Lake,Mille Lacs,Nicollet,Pipestone,Polk,Red Lake,Stearns,Anoka,Becker,Beltrami,Benton,Cass,Cook,Crow Wing,Grant,Le Sueur,Lyon,Mahnomen,Nobles,Norman,Redwood,Rice,Roseau,Sibley,St. Louis,Steele,Swift,Todd,Traverse,Unknown,Waseca,Wilkin,Winona,Yellow Medicine,Aitkin,Carlton,Clearwater,Dodge,Freeborn,Hennepin,Jackson,Kanabec,Kandiyohi,McLeod,Meeker,Morrison,Mower,Otter Tail,Renville,Rock,Scott,Sherburne,Wadena,Washington,Brown,Carver,Chippewa,Chisago,Faribault,Fillmore,Hubbard,Itasca,Lac qui Parle,Lincoln,Marshall,Murray,Olmsted,Pine,Pope,Ramsey,Stevens,Wabasha,Watonwan,Wright,Martin,Pennington,Big Stone
05/25/2020,115,373,64,1102,29,55,2,28,1,6,1,17,69,10,59,3,1950,1210,37,12,167,11,0,56,2,41,34,5,1469,11,3,386,1,12,111,141,16,204,3,31,25,11,78,6,6,73,3,44,93,7168,39,11,468,27,42,38,189,60,5,21,358,214,6,527,12,174,42,48,12,17,1,53,3,5,9,35,562,85,8,2437,0,16,56,253,125,9,3
05/26/2020,119,386,65,1164,30,58,2,30,1,6,1,17,71,10,59,3,1959,1241,37,12,167,11,0,56,3,41,36,5,1478,11,3,396,1,13,114,144,16,220,3,24,24,11,78,6,7,73,3,46,97,7421,39,11,471,28,42,39,206,59,5,21,374,217,8,553,13,182,42,49,13,17,1,53,3,5,9,35,570,85,8,2551,0,17,58,263,126,14,3
05/27/2020,122,406,65,1182,39,60,2,33,1,7,1,17,74,10,59,4,1984,1262,37,13,169,12,0,57,3,43,36,5,1488,11,3,411,1,13,115,148,17,296,3,71,24,11,78,6,7,73,3,46,97,7540,39,11,475,29,44,40,216,62,5,21,379,219,8,562,14,185,44,50,13,17,1,53,3,5,9,36,575,85,8,2610,0,17,59,269,126,17,3
05/28/2020,126,416,69,1202,39,60,2,32,1,7,1,19,82,10,59,4,1995,1289,36,14,173,13,0,59,3,44,38,5,1496,11,4,423,2,15,117,149,17,296,3,104,25,11,78,6,7,73,3,46,102,7695,39,11,476,30,44,41,231,63,5,22,383,222,8,576,14,189,44,54,13,17,1,54,3,5,9,36,582,89,8,2698,1,17,64,280,126,17,4
05/29/2020,137,420,69,1230,40,62,2,32,1,7,1,19,83,10,60,4,2001,1324,36,14,175,13,0,64,4,44,43,6,1503,12,4,438,2,16,118,151,18,302,3,76,26,11,79,6,7,73,3,50,108,7932,39,11,486,33,44,45,254,63,5,22,394,226,8,598,14,201,49,60,15,17,2,54,3,5,10,37,594,89,9,2790,2,17,69,287,129,17,4
05/30/2020,138,424,70,1263,41,66,2,32,1,7,1,19,86,12,61,4,2014,1363,39,14,175,13,0,68,4,44,49,6,1512,13,4,452,3,16,118,159,18,313,3,96,26,11,79,6,8,73,3,52,115,8181,39,11,490,34,45,45,303,64,5,22,408,237,9,617,15,206,49,61,18,17,3,54,3,5,10,39,608,89,9,2863,1,18,71,305,129,17,4
05/31/2020,140,423,75,1327,42,66,2,35,1,8,1,19,87,12,61,4,2021,1399,40,15,177,14,0,71,4,44,56,6,1539,13,5,462,2,16,118,158,18,316,3,99,26,11,79,6,8,73,3,52,117,8393,39,11,496,37,45,46,318,68,5,22,426,243,10,636,16,210,51,61,18,17,2,54,3,5,12,39,626,89,9,3019,1,18,74,313,130,19,5
06/01/2020,142,427,76,1349,44,68,2,35,1,9,1,19,88,12,61,4,2030,1429,40,15,178,14,0,71,4,44,57,6,1544,13,5,462,2,16,118,160,19,319,3,98,26,11,80,6,8,75,3,53,125,8514,39,11,497,37,45,47,345,70,5,22,436,246,10,645,16,218,51,62,19,17,2,55,3,5,12,39,634,89,9,3075,1,18,75,320,132,19,6
06/02/2020,145,430,76,1368,44,69,2,35,1,9,1,20,88,12,61,4,2042,1441,41,16,178,13,0,72,4,44,65,6,1552,13,6,467,2,16,118,164,19,327,4,93,26,11,80,6,11,75,3,53,130,8591,40,12,504,37,45,48,354,70,5,22,442,253,10,658,16,222,51,62,20,17,3,55,3,6,12,39,650,89,9,3128,1,18,77,327,132,19,8
06/03/2020,148,435,77,1388,44,70,2,35,1,9,1,22,88,12,61,4,2047,1470,41,18,181,12,0,75,4,46,71,6,1558,14,6,480,3,16,118,167,19,330,4,85,27,11,80,6,11,75,3,53,130,8738,40,12,505,37,45,48,366,71,5,23,455,248,10,670,17,224,51,64,20,17,3,56,3,6,12,39,654,90,9,3189,1,18,78,332,132,21,8
06/04/2020,148,441,79,1414,45,71,2,36,1,9,1,23,88,12,61,4,2050,1488,43,18,182,11,0,77,4,46,81,6,1562,15,7,483,3,16,118,167,19,336,4,86,27,11,80,6,11,75,3,53,142,8867,42,12,511,39,46,48,406,73,7,23,460,248,10,680,16,232,52,64,20,17,3,56,3,6,12,40,672,93,10,3252,1,18,78,339,132,23,8
06/05/2020,149,449,82,1446,46,73,3,36,1,9,1,24,88,13,63,4,2056,1527,44,18,185,11,0,81,4,47,101,6,1577,15,7,524,3,17,119,170,19,344,4,107,29,11,81,7,12,75,3,54,159,9099,42,12,514,41,46,48,446,73,7,23,471,249,10,700,17,240,52,69,22,17,3,56,3,6,12,41,689,93,10,3351,1,20,79,349,135,30,11
06/06/2020,151,457,86,1481,46,76,3,37,1,9,1,24,89,13,63,4,2063,1555,44,20,187,11,0,82,4,48,110,6,1585,15,7,565,3,17,119,171,19,346,5,107,31,11,83,7,12,75,3,55,170,9255,42,12,517,43,46,49,482,75,7,23,483,253,10,712,17,247,52,70,23,18,3,56,3,6,12,41,699,93,10,3445,1,20,80,351,137,31,11
06/07/2020,152,462,90,1504,47,77,3,39,1,9,1,24,89,14,64,4,2070,1585,44,21,188,11,0,82,5,49,133,6,1592,15,7,576,4,19,119,172,19,350,5,98,30,11,85,7,12,77,3,55,177,9372,42,12,521,43,46,51,504,76,8,23,486,254,10,721,18,250,52,70,23,20,4,56,3,6,12,41,711,93,10,3507,1,20,83,358,137,34,12
06/08/2020,152,469,92,1523,48,79,4,41,1,9,1,24,90,14,64,4,2071,1616,44,21,188,12,0,85,5,49,144,6,1597,16,8,587,5,19,119,173,19,354,5,99,30,11,85,7,12,78,3,55,185,9480,42,12,522,44,47,51,524,77,8,23,493,257,10,731,17,254,52,70,24,20,5,56,3,6,12,41,722,93,10,3553,1,20,83,361,140,36,12
06/09/2020,153,481,94,1554,48,83,5,43,1,9,1,24,91,14,67,4,2076,1627,45,21,190,12,0,86,5,50,145,6,1597,16,8,593,5,19,119,173,19,361,5,97,32,11,85,7,13,78,3,55,188,9567,42,12,526,45,47,51,537,78,8,23,496,261,10,732,17,257,53,70,25,20,5,57,3,6,12,41,727,94,10,3626,1,20,84,361,142,37,12
06/10/2020,154,490,94,1572,48,86,5,44,1,9,1,24,93,14,67,4,2081,1654,45,21,190,11,0,87,6,50,158,6,1599,16,8,594,5,25,119,173,19,364,5,113,32,12,86,8,13,78,3,55,197,9674,43,12,534,46,47,52,574,78,8,23,504,260,10,735,17,261,54,73,25,20,5,58,3,6,12,41,740,94,10,3680,1,20,86,362,143,37,13
06/11/2020,157,499,96,1623,48,86,5,48,1,9,1,26,93,15,67,4,2088,1674,45,21,190,11,0,88,6,50,174,6,1602,17,8,604,6,25,123,173,19,368,5,114,32,12,84,8,13,79,3,57,200,9815,43,13,540,52,50,53,604,80,8,23,517,261,10,748,18,266,54,74,25,20,5,58,3,6,12,42,752,95,10,3740,1,20,86,367,143,37,13
06/12/2020,159,503,101,1648,49,92,5,48,1,9,1,26,95,15,67,4,2096,1691,47,21,190,11,0,88,6,51,183,6,1607,17,10,685,6,25,123,175,19,371,5,96,33,12,84,8,13,80,3,58,217,9934,43,13,541,52,49,54,638,80,9,23,525,262,10,766,18,268,55,77,25,20,5,58,3,6,12,42,765,95,10,3813,1,21,96,372,143,50,12
06/13/2020,161,507,104,1682,49,93,5,49,1,9,1,28,95,15,67,4,2100,1716,49,21,190,11,1,90,6,52,199,6,1618,17,10,688,6,25,123,175,19,372,5,88,33,14,84,9,13,80,3,59,218,10069,46,13,544,54,49,54,640,83,11,23,526,267,10,787,19,269,55,78,26,20,5,58,3,6,12,43,775,95,10,3882,1,21,98,375,143,50,13
06/14/2020,163,504,106,1713,48,94,5,49,1,9,1,28,95,14,67,4,2107,1742,49,23,193,11,1,90,6,52,208,6,1620,17,11,688,6,25,123,175,19,373,5,87,33,15,84,9,13,80,5,59,221,10191,46,13,546,54,50,54,650,83,12,25,528,266,10,796,19,270,56,78,27,20,5,59,3,6,12,43,778,96,10,3936,1,21,98,377,143,50,13
06/15/2020,163,506,110,1730,48,94,5,50,1,9,1,28,95,14,67,4,2108,1760,50,23,193,11,1,90,6,52,214,6,1620,17,10,694,6,25,123,175,20,373,5,87,33,15,84,10,13,80,5,59,220,10281,48,13,546,54,50,54,651,83,12,25,536,267,10,799,19,271,56,80,27,20,5,59,3,6,12,43,778,96,10,3992,1,21,98,378,143,51,13
06/16/2020,164,506,111,1758,48,94,5,50,1,9,2,28,95,14,67,4,2109,1770,50,23,193,11,1,90,6,52,222,6,1620,17,12,697,6,25,124,175,20,375,5,86,34,15,85,11,13,80,5,59,222,10323,48,13,548,54,50,54,661,83,12,25,541,270,10,802,20,276,57,80,28,20,5,59,3,6,12,43,781,96,10,4033,1,21,99,383,147,51,13
06/17/2020,169,512,115,1776,51,97,7,50,1,9,4,28,95,14,67,4,2111,1786,49,23,195,11,1,91,6,53,229,6,1620,18,12,701,6,26,127,179,20,379,5,91,34,15,89,10,13,81,6,61,235,10415,48,13,552,56,50,54,733,83,12,25,546,272,10,826,20,278,58,81,30,20,5,59,3,6,12,43,810,96,10,4079,1,24,108,390,147,51,14
06/18/2020,172,516,115,1805,53,98,8,51,1,9,4,28,98,14,67,4,2122,1810,49,23,198,12,1,92,6,53,250,6,1621,18,12,733,6,27,129,181,20,381,5,90,35,18,91,11,13,81,6,61,240,10512,50,13,553,58,50,54,744,83,12,26,551,271,10,833,22,285,62,81,32,22,5,59,3,6,12,44,832,96,10,4128,1,24,115,391,147,52,14
06/19/2020,174,521,118,1847,53,101,7,52,1,9,4,29,105,14,67,3,2126,1836,48,23,200,12,1,92,6,54,258,6,1628,18,12,740,6,28,132,183,20,386,5,89,36,20,93,14,13,81,6,62,243,10607,50,13,554,64,51,54,755,83,12,26,555,272,10,843,21,287,64,82,30,21,5,59,4,6,12,47,846,96,10,4180,2,27,128,394,147,50,14
06/20/2020,191,522,121,1878,54,102,10,53,1,9,4,29,107,14,71,3,2131,1867,50,24,201,12,1,93,6,57,270,6,1630,18,12,743,6,28,135,186,20,388,5,100,37,20,94,22,13,81,6,63,245,10705,50,13,560,66,51,54,784,85,12,26,561,273,10,868,22,293,66,83,31,21,5,59,4,6,12,47,869,96,10,4244,2,27,137,397,147,50,14
06/21/2020,214,526,121,1915,54,105,13,55,1,9,4,30,108,14,72,3,2134,1894,49,25,201,12,1,94,6,62,274,6,1631,18,12,748,6,29,142,194,20,388,5,114,40,20,94,22,13,81,6,65,251,10830,52,13,560,67,51,55,797,85,12,28,570,275,12,885,21,294,66,87,33,23,5,59,4,6,12,47,903,97,10,4306,2,27,144,401,148,50,14
06/22/2020,227,528,123,1941,54,107,13,56,1,9,5,30,109,15,72,3,2137,1910,50,25,202,12,1,94,6,62,276,6,1632,18,12,754,6,29,143,199,20,390,5,112,41,20,99,24,13,81,6,66,258,10920,53,13,560,68,51,56,802,85,16,28,587,276,12,898,21,297,67,87,33,23,5,59,4,6,12,47,910,97,10,4352,2,28,157,403,148,50,14
06/23/2020,243,530,125,1956,54,108,15,56,1,9,5,30,109,15,73,3,2139,1919,50,25,204,11,1,97,6,66,277,6,1634,18,12,758,6,29,145,200,20,392,5,109,44,20,99,23,13,81,6,66,259,10988,53,13,561,69,57,56,813,85,18,28,595,277,14,905,21,299,68,87,35,23,5,59,4,6,12,47,916,97,10,4394,3,28,166,405,148,50,14
06/24/2020,265,537,126,1982,54,109,15,56,1,9,5,30,112,15,75,3,2140,1940,53,27,204,11,1,97,6,70,279,6,1635,18,12,761,6,30,146,202,20,394,5,115,45,20,100,24,13,81,7,67,259,11057,53,13,561,71,57,56,828,85,18,28,603,277,14,917,23,305,69,87,35,23,5,60,4,7,12,47,938,97,10,4424,3,28,173,409,149,50,14
06/25/2020,281,537,127,2012,55,109,16,56,1,9,5,31,115,15,75,3,2141,1961,53,27,203,11,1,97,6,71,284,6,1637,19,12,771,6,35,151,206,20,395,5,114,46,20,107,24,13,81,7,67,262,11178,53,13,564,75,57,56,847,85,19,28,609,278,15,926,22,308,69,88,41,23,5,63,4,7,12,47,948,98,10,4474,3,29,175,411,148,50,14
06/26/2020,317,545,130,2061,55,111,17,56,2,10,5,31,120,16,78,3,2156,1990,53,27,203,11,1,100,6,75,289,7,1643,19,14,780,6,37,152,209,20,395,5,116,51,20,110,25,13,81,7,70,265,11308,53,13,564,80,57,57,868,86,19,29,616,283,15,948,23,316,70,90,44,24,5,63,4,7,12,47,970,98,10,4508,3,28,186,419,151,50,14
06/27/2020,335,556,131,2090,58,113,20,58,2,10,5,32,123,16,77,3,2166,2020,54,27,207,11,1,101,6,75,291,7,1644,19,14,783,6,40,152,212,20,395,5,117,52,20,110,25,13,81,7,74,271,11415,53,13,564,80,57,57,894,87,19,29,627,287,15,968,23,323,74,90,45,25,5,64,4,7,12,48,998,98,10,4563,3,30,190,420,152,50,14
06/28/2020,368,557,131,2133,58,117,21,60,2,12,6,32,128,20,79,3,2200,2053,54,27,208,12,1,102,6,77,294,7,1649,19,14,793,6,43,156,212,20,397,5,117,55,20,112,27,13,81,7,79,280,11556,54,13,565,79,57,57,910,88,24,29,637,291,15,984,27,333,74,92,48,25,5,64,4,7,12,49,1020,99,10,4610,3,30,196,426,154,50,14
06/29/2020,377,560,132,2157,58,117,23,61,2,12,6,32,136,20,79,3,2228,2076,54,27,208,12,1,102,6,79,295,7,1651,19,16,804,6,46,158,215,20,397,5,117,57,20,113,27,13,81,7,79,282,11656,54,14,565,81,57,58,911,91,24,30,641,291,15,995,27,338,74,93,53,25,5,64,4,9,12,50,1027,100,10,4629,3,30,200,438,155,50,14
06/30/2020,403,563,133,2180,61,119,24,61,2,13,7,32,144,25,79,3,2265,2097,54,27,208,13,1,102,6,82,295,7,1652,20,16,809,6,48,161,215,20,398,5,118,57,20,119,29,14,81,7,81,281,11796,54,14,565,81,58,58,921,92,24,30,658,295,15,1008,30,340,75,93,53,25,5,65,4,8,12,51,1047,100,10,4685,4,31,203,445,156,50,14
07/01/2020,422,576,134,2218,61,124,24,64,2,14,6,34,149,26,81,3,2287,2124,55,28,208,12,1,102,8,86,300,7,1655,20,17,824,9,48,169,219,20,400,5,118,58,20,119,29,14,83,7,81,286,11892,54,14,565,85,58,57,928,92,28,29,671,297,15,1025,31,348,76,95,53,27,5,65,4,9,12,51,1058,103,10,4724,4,31,206,448,161,51,14
07/02/2020,442,580,134,2248,61,127,25,65,2,14,6,34,155,31,81,3,2312,2155,55,29,212,14,1,104,10,91,305,7,1661,20,17,827,10,53,174,223,21,400,5,119,62,20,120,29,14,83,7,83,289,12048,55,14,566,85,59,59,932,92,28,29,684,303,15,1048,31,361,76,97,54,27,5,64,4,10,12,54,1076,103,10,4777,4,31,215,453,161,51,14
07/03/2020,453,585,134,2286,62,129,25,72,2,14,6,34,159,37,81,3,2345,2180,55,29,214,15,1,106,10,98,309,8,1662,20,18,835,13,54,177,228,21,400,5,113,64,20,122,30,14,85,7,84,290,12150,55,14,570,88,61,59,945,93,32,30,700,307,15,1069,30,364,78,97,55,28,6,64,4,10,12,58,1101,103,10,4805,4,31,216,456,163,50,14
07/04/2020,453,585,134,2286,62,129,25,72,2,14,6,34,159,37,81,3,2345,2180,55,29,214,15,1,106,10,98,309,8,1662,20,18,835,13,54,177,228,21,400,5,113,64,20,122,30,14,85,7,84,290,12150,55,14,570,88,61,59,945,93,32,30,700,307,15,1069,30,364,78,97,55,28,6,64,4,10,12,58,1101,103,10,4805,4,31,216,456,163,50,14
07/05/2020,470,587,136,2330,64,130,25,72,2,15,6,34,166,44,81,3,2361,2200,56,30,215,15,1,106,11,100,312,8,1668,20,18,842,16,54,178,231,21,401,6,114,68,20,124,30,15,87,7,86,292,12329,55,14,573,91,61,59,951,93,35,31,715,312,15,1082,30,376,79,98,56,30,6,64,4,10,12,63,1124,103,10,4855,4,33,224,465,168,51,14
07/06/2020,479,587,136,2382,65,131,26,73,2,15,6,34,169,52,82,3,2371,2241,56,30,217,16,1,106,12,103,316,9,1669,20,18,844,16,54,180,231,22,401,6,115,68,21,125,30,15,87,8,87,292,12456,55,14,573,92,61,59,952,95,35,31,734,317,15,1114,31,381,79,100,56,30,7,64,4,10,12,64,1129,105,10,4911,4,33,234,475,169,51,15
07/07/2020,494,591,136,2421,65,131,27,75,2,18,6,34,173,59,82,4,2414,2266,57,34,220,16,1,108,17,108,327,10,1672,20,19,848,17,54,196,237,22,401,5,122,71,21,129,30,15,87,9,88,297,12597,55,15,578,92,61,61,960,100,36,31,762,325,15,1137,34,395,79,102,60,30,8,64,4,10,12,65,1147,107,12,4963,5,33,238,483,171,52,15
07/08/2020,510,595,137,2479,66,132,28,76,2,17,6,34,176,63,84,4,2429,2293,57,35,221,19,1,109,17,110,327,10,1672,21,20,859,17,55,198,239,23,402,6,125,71,21,131,30,15,88,9,92,298,12703,55,15,582,94,61,61,965,100,36,31,783,327,15,1163,37,417,79,102,60,30,8,65,4,11,12,66,1168,110,12,5013,6,35,240,492,171,52,17
07/09/2020,535,598,138,2524,67,137,29,78,2,17,6,34,187,66,86,4,2448,2328,57,41,228,19,1,108,22,117,331,10,1676,21,21,862,19,56,203,240,25,402,6,122,73,21,133,31,15,89,10,93,302,12867,57,16,584,96,62,61,972,102,37,31,803,340,16,1190,39,433,79,103,60,30,8,68,4,11,12,67,1196,111,12,5066,8,34,242,505,171,53,17
07/10/2020,544,601,138,2570,69,138,29,80,2,17,6,36,191,67,86,4,2481,2360,57,43,235,19,1,110,24,119,332,10,1676,21,21,873,21,57,218,243,29,402,6,124,75,21,136,31,15,89,10,97,309,13054,57,16,587,99,62,62,974,104,37,31,823,344,16,1228,43,442,79,105,61,31,8,69,4,13,12,68,1235,111,12,5127,10,35,245,516,172,53,17
