date,Buchanan,Carter,Chariton,Clay,Crawford,Dade,Daviess,Gasconade,Greene,Hickory,Iron,Joplin,Lincoln,Livingston,Maries,Montgomery,New Madrid,Oregon,Pike,Ralls,Ripley,Stoddard,Adair,Audrain,Bates,Butler,Clark,Clinton,Cooper,Douglas,Holt,Jasper,Lawrence,Lewis,Monroe,Morgan,Nodaway,Ozark,Pemiscot,Phelps,Randolph,Reynolds,Scott,Shannon,St. Francois,St. Louis,Sullivan,Washington,Webster,Worth,Wright,Barton,Bollinger,Cape Girardeau,Cedar,Christian,Dallas,DeKalb,Dunklin,Gentry,Henry,Jefferson,Kansas City,Lafayette,Macon,McDonald,Mercer,Miller,Mississippi,Newton,Osage,Pulaski,Putnam,Ray,Saline,Shelby,Ste. Genevieve,Texas,Vernon,Andrew,Atchison,Benton,Boone,Caldwell,Callaway,Camden,Carroll,Cass,Cole,Franklin,Grundy,Harrison,Howard,Howell,Jackson,Johnson,Knox,Laclede,Linn,Madison,Marion,Moniteau,Perry,Pettis,Platte,Polk,Schuyler,Scotland,St. Charles,St. Clair,St. Louis city,Stone,Unknown,Warren,Wayne,Taney,Dent,Barry
06/04/2020,736,5,6,192,8,0,4,2,188,0,2,0,85,3,2,10,21,2,27,5,10,99,62,102,12,35,1,20,9,2,1,39,7,7,2,9,14,0,90,5,10,2,117,5,38,4955,63,12,18,4,11,0,7,77,9,29,4,6,44,43,11,396,1437,80,6,22,3,4,61,24,5,39,0,23,268,1,12,1,10,31,3,12,163,6,32,37,9,100,60,149,3,9,3,10,676,77,0,7,10,3,5,49,65,78,77,4,1,8,821,2,2034,10,0,28,0,13,1,9
06/05/2020,741,5,6,228,8,0,5,2,191,0,2,0,86,4,2,10,21,2,28,5,11,105,67,108,12,37,1,19,9,2,1,40,7,7,2,9,14,0,90,5,10,2,119,5,38,5005,63,12,18,4,11,0,7,83,9,29,4,6,48,46,12,398,1468,80,6,23,4,4,61,26,5,39,0,23,268,1,12,1,10,32,3,12,173,7,32,37,9,99,57,149,3,9,3,11,686,77,0,7,10,3,5,49,69,78,78,4,1,9,835,2,2053,9,0,29,0,13,1,9
06/06/2020,744,5,6,228,8,0,4,2,194,0,2,0,86,5,2,11,21,2,28,5,11,106,68,111,12,37,1,19,9,2,1,45,7,7,3,9,14,0,91,5,10,2,121,5,39,5029,65,13,18,4,13,0,7,85,9,28,4,7,48,52,12,398,1501,81,6,25,4,4,61,32,5,40,0,23,268,1,12,1,10,33,3,13,178,8,32,37,9,102,57,150,4,9,3,12,696,77,0,7,10,3,5,49,69,79,78,4,1,9,838,2,2068,8,0,29,0,13,1,9
06/07/2020,748,5,6,233,8,0,4,2,194,0,2,0,87,5,2,11,21,2,28,5,11,106,72,111,12,37,1,19,9,2,1,50,7,7,3,9,14,0,91,5,10,2,121,5,39,5272,66,13,18,4,14,0,7,85,9,28,5,7,49,52,12,398,1527,81,6,26,4,4,61,32,5,39,1,23,269,1,12,1,11,33,3,13,189,8,33,37,9,102,57,150,5,9,3,12,702,77,0,7,10,3,5,49,70,81,78,4,1,9,844,2,2071,8,0,29,0,13,1,9
06/08/2020,754,5,6,243,8,0,4,2,197,0,2,0,87,4,2,13,22,2,28,5,11,106,72,117,12,39,1,19,9,3,1,58,7,7,3,9,14,0,94,5,10,2,123,5,41,5301,67,13,18,4,14,0,7,87,9,28,5,7,49,54,12,407,1565,81,6,29,4,4,63,35,6,39,1,23,270,1,12,1,12,33,3,13,193,8,34,37,9,104,57,153,4,9,3,15,716,78,0,7,10,3,5,49,71,81,80,4,1,9,851,2,2071,8,0,29,0,13,1,9
06/09/2020,755,5,6,255,8,0,6,2,201,0,2,0,87,4,2,12,23,2,28,5,11,109,74,117,12,41,1,19,9,3,1,65,7,7,3,9,14,0,97,5,10,2,127,6,41,5345,68,13,18,4,14,0,7,86,9,28,6,6,48,54,12,411,1594,83,6,40,4,4,65,43,6,39,1,24,270,1,12,1,12,33,3,13,194,6,32,37,9,105,57,156,4,9,3,14,727,78,0,7,10,3,6,49,75,82,81,4,1,9,867,2,2132,8,0,30,0,13,1,9
06/10/2020,762,5,6,263,8,0,7,2,203,0,2,0,87,4,2,12,24,2,29,5,11,106,74,119,12,39,2,19,9,3,1,73,7,7,3,9,14,0,99,6,10,2,128,6,40,5388,71,13,18,4,14,0,7,88,9,28,6,6,51,54,15,411,1626,83,6,42,4,5,66,53,5,106,1,24,270,1,13,1,12,34,3,13,197,7,32,37,9,108,57,155,7,9,3,17,752,78,2,7,11,3,6,49,75,84,84,4,1,8,879,2,2145,7,0,31,0,13,1,9
06/11/2020,768,5,6,291,8,0,7,2,212,0,2,0,87,4,2,12,28,3,29,5,11,108,74,120,12,39,2,19,9,3,1,80,7,7,3,9,15,0,99,6,10,2,132,6,40,5440,71,13,18,4,14,1,8,98,9,28,6,6,54,54,15,427,1654,83,6,46,5,4,68,56,5,106,1,24,270,1,13,1,12,34,3,13,201,7,33,37,9,110,57,164,8,9,3,18,782,79,2,8,11,3,7,49,79,84,87,7,2,8,879,2,2162,7,0,30,0,15,1,8
06/12/2020,772,5,6,295,8,0,7,2,216,0,2,0,88,4,2,12,32,3,31,5,12,113,75,122,12,40,1,19,9,3,1,103,7,7,3,9,15,0,99,6,10,2,134,6,40,5460,72,13,18,4,14,1,8,101,9,29,6,7,54,54,16,428,1680,84,6,63,5,4,70,58,5,106,1,24,270,1,13,1,12,34,3,14,204,7,34,38,9,111,57,166,8,9,3,19,791,79,2,9,11,3,7,49,80,84,97,7,1,8,888,2,2179,7,0,31,0,15,1,9
06/13/2020,784,5,6,295,8,0,7,2,218,0,2,0,87,7,2,12,35,4,31,5,11,118,80,122,12,41,1,20,9,3,1,115,7,7,3,9,15,0,102,6,10,2,139,6,40,5506,77,13,18,4,14,1,9,104,9,29,6,8,55,54,16,428,1690,85,7,70,5,4,71,71,5,106,1,25,271,1,14,1,12,35,3,14,208,7,36,38,10,111,57,166,12,9,3,20,819,80,2,9,11,3,8,49,84,85,97,8,1,8,895,2,2195,7,0,30,0,15,1,10
06/14/2020,784,5,6,295,8,0,7,2,220,0,2,0,87,7,2,12,35,4,31,5,11,118,80,122,12,41,1,20,9,3,1,115,7,7,3,9,15,0,102,6,10,2,139,6,40,5536,77,13,18,4,14,1,9,104,9,29,6,8,55,54,16,428,1690,85,7,70,5,4,71,71,5,106,1,25,271,1,14,1,12,35,3,14,208,7,36,38,10,111,57,166,12,9,3,20,819,80,2,9,11,3,8,49,84,85,97,8,1,8,909,2,2206,7,0,30,0,15,1,10
06/15/2020,787,5,6,298,9,1,7,2,226,0,2,0,87,6,2,12,35,4,32,5,11,118,83,122,12,46,1,21,9,3,1,131,7,7,3,9,15,0,104,6,11,2,145,6,42,5604,77,13,18,4,14,7,10,108,9,30,6,9,61,54,16,432,1737,85,7,78,5,6,74,88,5,106,1,25,270,1,14,1,12,35,3,14,215,7,40,40,10,114,57,168,12,9,3,26,865,80,2,9,11,3,8,49,85,86,99,10,1,8,918,2,2219,7,0,30,0,24,1,14
06/16/2020,791,5,6,299,9,1,7,2,232,0,2,0,87,6,2,12,34,4,31,5,11,121,84,122,12,48,1,21,9,3,1,163,8,7,3,9,15,0,104,6,11,2,145,6,43,5653,78,13,18,4,14,9,10,110,9,30,6,9,64,54,17,439,1762,85,7,98,5,7,75,93,5,106,2,25,272,1,14,1,12,35,3,14,216,7,40,43,11,115,57,172,11,9,3,27,889,81,2,9,11,3,8,49,86,89,99,9,1,8,924,2,2219,7,0,32,0,26,1,15
06/17/2020,793,5,6,305,9,1,7,2,236,0,2,0,90,6,2,12,34,6,31,5,12,124,85,122,12,53,1,21,11,3,1,168,8,7,3,11,16,0,104,7,11,2,149,6,43,5669,91,13,19,4,14,11,10,111,9,30,6,9,64,54,18,445,1802,86,7,116,5,7,75,97,5,106,2,25,274,1,14,1,12,35,3,14,222,8,40,45,11,111,57,173,11,9,3,28,916,84,2,10,12,3,9,49,87,89,100,10,1,8,934,2,2234,7,0,32,0,27,1,20
06/18/2020,800,5,6,319,10,1,7,2,240,0,2,0,91,6,2,12,34,6,31,5,12,126,85,123,12,58,1,23,12,3,1,191,10,7,3,12,18,0,105,7,12,3,149,6,49,5731,91,14,19,4,14,10,11,114,9,31,7,9,65,54,17,456,1831,86,7,124,5,8,77,119,5,106,2,25,277,1,14,1,12,36,3,14,226,8,42,45,11,114,57,178,12,9,3,29,933,87,2,12,13,3,9,49,87,94,101,11,1,8,939,2,2292,8,0,32,0,29,1,25
06/19/2020,802,6,6,334,10,1,7,3,243,0,2,0,91,6,2,13,34,6,33,5,12,127,85,133,12,59,1,22,12,3,1,195,11,7,4,12,17,0,105,6,12,2,155,6,50,5769,93,14,20,4,14,15,11,117,9,31,9,10,66,54,17,461,1872,86,7,132,5,8,77,134,5,106,2,25,278,2,14,1,12,39,3,14,246,8,42,45,11,115,58,180,16,9,3,31,976,90,2,12,13,3,10,49,88,95,102,10,2,8,945,2,2319,10,0,32,0,30,1,28
06/20/2020,805,6,6,342,10,1,7,4,250,0,2,0,91,6,2,13,34,6,33,6,14,126,84,134,12,62,1,23,12,3,2,235,11,7,5,12,17,1,105,7,12,2,157,6,50,5825,96,14,20,4,14,15,12,119,9,32,9,10,79,54,17,461,1914,86,7,170,5,10,77,188,5,106,2,25,278,2,16,2,12,41,3,15,257,9,42,47,11,116,60,188,17,9,3,30,1016,89,2,16,13,3,11,49,91,98,102,10,2,8,951,2,2319,10,0,33,1,30,1,31
06/21/2020,805,6,6,342,10,1,7,4,253,0,2,0,91,7,2,13,36,6,33,6,14,126,85,134,12,62,1,23,12,3,2,260,13,7,5,12,17,1,105,7,12,2,159,6,66,5850,101,14,21,4,14,15,13,120,9,32,9,10,79,55,17,461,1921,86,7,366,5,10,77,276,5,106,2,25,278,2,16,2,12,41,3,15,258,9,42,48,11,116,60,188,17,9,3,30,1018,89,2,16,13,3,11,49,102,98,102,10,4,8,954,2,2319,10,0,33,1,30,1,31
06/22/2020,809,6,6,348,10,1,7,4,261,0,2,0,92,7,3,13,34,6,34,6,14,127,86,134,12,62,1,23,13,3,1,260,13,7,5,12,17,1,106,7,12,2,160,6,68,5878,102,14,21,4,14,15,12,121,9,32,10,10,79,55,17,465,1945,86,7,371,5,11,79,279,5,106,2,25,278,2,16,2,13,42,3,15,266,9,42,50,11,116,61,191,17,11,5,30,1030,89,2,20,13,3,11,49,104,100,102,10,4,8,959,2,2319,10,40,33,1,32,1,31
06/23/2020,812,6,6,367,10,1,7,5,267,0,2,0,94,7,4,15,36,6,34,7,14,129,86,137,12,67,1,23,13,3,1,303,19,7,5,11,18,1,106,8,12,2,159,6,84,5941,103,15,22,4,14,16,12,123,9,35,12,10,81,56,17,473,2014,86,7,403,5,11,80,295,6,106,2,25,278,2,16,2,13,43,3,16,280,9,45,54,11,117,63,193,17,12,5,30,1054,91,2,19,14,3,13,49,111,102,106,12,4,8,974,2,2319,11,45,34,3,34,2,31
06/24/2020,819,6,6,375,10,1,7,6,278,0,2,0,95,10,4,15,36,6,34,9,16,129,87,137,12,68,2,23,13,3,1,309,20,7,5,13,17,1,108,12,12,2,159,6,97,6004,102,17,23,4,14,17,12,123,9,37,12,10,82,57,17,501,2057,86,7,422,5,11,80,312,6,115,2,25,278,3,16,5,13,45,3,16,288,9,46,55,11,119,64,192,18,12,5,34,1076,91,2,20,14,3,13,49,111,102,109,11,4,8,997,2,2319,11,51,34,3,35,2,32
06/25/2020,827,6,6,386,10,1,7,7,285,0,2,103,96,10,4,16,36,6,36,9,17,132,88,137,12,71,2,23,14,3,1,311,20,7,5,13,17,1,109,15,12,2,159,6,100,6092,108,19,24,4,14,21,12,126,9,38,12,10,84,56,19,506,2162,87,7,605,5,11,82,312,6,116,2,25,282,3,17,4,15,45,3,16,319,9,45,57,11,123,67,201,18,12,5,36,1074,100,2,23,14,3,14,49,112,110,110,11,4,8,1011,2,2310,11,0,37,3,39,3,34
06/26/2020,834,6,6,406,11,1,8,9,292,0,3,113,95,11,4,16,36,6,36,9,17,134,88,139,12,75,2,23,14,3,1,338,28,7,5,13,17,1,109,22,12,2,161,6,129,6201,107,21,26,4,14,21,13,133,9,39,12,10,92,57,19,519,2211,87,7,640,6,12,88,332,6,117,2,25,282,3,17,4,16,45,3,17,334,9,46,60,11,127,73,202,18,12,5,36,1103,101,2,25,14,3,14,49,119,110,111,13,5,10,1020,2,2323,12,0,39,3,40,3,36
06/27/2020,838,6,6,414,11,1,8,11,297,0,3,113,96,11,4,16,38,7,36,9,17,134,90,138,12,75,2,23,14,3,1,356,30,7,5,13,17,1,110,21,12,2,161,6,138,6293,108,21,27,4,14,21,12,141,9,40,12,11,92,57,19,519,2242,87,7,653,6,12,88,348,7,120,2,25,282,3,17,4,16,49,3,17,342,9,44,60,11,134,72,204,18,13,5,36,1132,112,2,25,15,4,15,49,123,116,114,13,5,11,1020,2,2353,12,0,40,3,48,3,43
06/28/2020,855,6,6,431,11,1,8,11,301,0,3,113,96,11,4,16,42,7,37,9,18,135,90,138,12,75,2,23,14,3,1,368,31,7,5,13,18,1,110,23,12,2,162,6,139,6357,109,23,27,4,14,22,12,145,9,41,13,12,93,57,19,519,2292,88,8,670,6,12,88,351,7,120,2,25,283,3,18,4,16,49,3,17,353,9,44,60,11,134,73,206,19,13,5,36,1149,113,2,26,16,5,16,49,126,116,115,13,5,11,1045,2,2406,13,0,40,3,56,5,45
06/29/2020,862,6,6,443,12,1,8,12,311,0,3,140,97,12,5,16,43,8,37,9,19,136,90,138,12,99,2,23,14,4,1,398,32,7,5,13,19,1,111,25,12,2,164,7,140,6446,109,23,28,4,15,24,12,153,10,43,13,12,93,57,21,535,2345,88,8,697,6,14,89,368,7,120,2,25,283,3,19,4,16,50,3,17,354,9,45,63,11,137,76,207,19,13,5,37,1172,120,2,26,16,6,16,50,134,116,119,13,5,11,1073,2,2453,14,0,40,5,60,5,47
06/30/2020,869,6,6,454,12,1,9,13,319,0,3,152,96,12,5,17,43,7,37,10,19,137,91,138,12,101,2,25,14,4,1,449,34,7,5,14,20,2,111,35,12,2,168,8,145,6582,110,23,31,4,15,25,12,161,9,44,13,12,98,58,20,539,2380,88,8,712,6,15,90,398,7,125,3,25,283,3,20,4,17,51,3,17,379,9,46,66,11,143,77,206,19,14,5,38,1210,124,2,29,16,6,17,52,146,120,119,15,5,11,1078,2,2493,14,0,43,5,60,5,52
07/01/2020,873,6,6,460,12,1,9,13,329,0,3,165,96,13,5,20,42,7,37,10,19,137,91,138,12,106,2,25,14,5,1,474,37,7,5,14,20,2,110,40,12,2,169,8,147,6616,111,23,33,4,15,26,12,171,9,45,13,13,104,58,20,540,2457,91,8,714,6,15,91,427,7,125,3,26,283,4,20,5,17,52,3,17,390,10,46,66,12,147,78,208,19,14,5,40,1233,124,2,30,16,6,19,52,146,120,120,16,5,11,1095,2,2493,14,0,43,5,63,5,52
07/02/2020,880,6,6,472,13,1,9,12,343,0,3,174,99,13,6,20,43,7,37,10,19,137,91,139,12,108,2,26,16,6,1,481,37,7,5,14,21,2,111,44,12,2,170,11,155,6682,112,23,35,4,15,26,12,182,9,54,14,13,106,58,20,551,2497,91,8,714,6,17,91,448,7,128,3,26,283,4,20,6,17,54,4,17,429,11,51,67,12,156,79,213,20,14,5,41,1257,141,2,33,16,6,20,62,147,122,125,16,5,11,1135,2,2545,16,0,44,4,67,5,66
07/03/2020,883,6,6,478,15,1,9,12,346,0,3,188,98,15,6,20,44,7,37,10,19,141,91,139,12,108,2,28,20,6,1,515,41,7,5,15,22,2,111,45,12,2,172,13,155,6755,115,25,39,4,20,26,14,193,11,54,14,14,108,58,20,551,2601,92,8,747,6,19,91,451,7,127,3,27,284,4,20,6,26,55,4,18,460,12,55,66,14,162,81,217,20,17,5,45,1306,151,2,33,17,6,25,62,149,125,125,15,5,11,1163,2,2565,20,0,45,4,74,5,71
07/04/2020,883,6,6,493,16,1,9,12,354,0,3,188,98,16,6,20,44,8,37,10,19,142,99,139,12,108,2,29,20,6,1,582,41,7,5,19,23,2,111,45,12,2,173,17,155,6837,115,25,39,4,22,28,14,210,11,54,14,14,109,58,20,551,2641,92,8,749,6,19,91,457,9,128,3,27,284,4,20,6,27,55,5,18,478,13,56,69,16,166,82,217,20,17,5,45,1361,161,2,40,18,7,25,62,149,128,130,15,5,11,1183,2,2580,20,0,57,4,83,5,74
07/05/2020,884,6,6,500,17,1,9,12,360,0,3,209,98,16,6,20,44,8,37,10,19,142,99,139,12,108,2,29,20,6,1,587,45,8,5,19,23,2,111,46,12,2,181,18,155,6887,115,25,42,4,26,28,14,214,11,54,14,14,110,58,20,551,2696,93,8,765,6,19,91,467,9,128,3,27,284,4,20,7,27,55,5,18,498,13,57,70,16,171,84,217,20,17,5,45,1367,162,2,40,18,7,25,62,151,134,130,15,5,11,1204,2,2587,20,0,58,4,84,5,72
07/06/2020,892,6,6,504,17,1,9,12,394,0,3,211,102,20,6,21,45,8,37,10,19,145,100,139,12,108,2,28,20,6,1,611,46,8,5,19,23,2,111,49,13,2,185,19,156,6931,115,25,44,4,28,29,14,221,11,58,15,14,110,60,20,582,2748,93,8,798,6,19,91,478,9,129,3,28,287,4,21,9,27,56,5,19,513,13,57,71,19,185,91,227,20,17,5,45,1399,185,2,48,18,7,25,72,156,135,138,15,5,11,1239,2,2621,20,0,59,5,96,5,72
07/07/2020,911,6,6,510,18,1,10,12,408,0,3,232,105,21,6,21,45,8,37,10,19,146,104,139,12,111,2,29,23,6,1,652,48,8,5,22,24,2,114,48,13,2,188,22,165,7066,119,25,48,4,29,30,16,252,12,71,15,15,116,63,20,604,2814,94,10,808,6,20,95,502,10,130,4,29,290,4,22,9,26,59,6,20,547,12,61,74,20,191,94,231,20,19,5,44,1436,197,2,57,19,7,26,72,163,136,142,16,5,11,1288,2,2657,19,0,59,5,105,5,81
07/08/2020,923,6,6,526,19,1,10,13,429,1,3,235,106,21,6,21,46,9,37,10,20,148,104,142,12,111,2,31,23,6,1,692,52,8,5,26,24,2,115,51,14,2,191,23,168,7284,118,26,46,4,30,31,18,271,12,71,16,15,115,63,20,631,2870,97,15,817,6,22,95,518,11,134,4,30,295,4,22,9,26,59,6,20,597,12,61,76,20,203,102,235,20,21,5,44,1479,215,2,70,19,7,27,72,164,139,146,17,5,11,1355,3,2692,21,0,63,5,112,5,86
07/09/2020,927,7,6,539,19,2,11,13,463,1,3,247,110,24,6,23,47,9,38,10,20,150,104,142,12,116,2,31,25,8,1,733,53,8,5,26,25,2,115,53,14,5,192,23,168,7469,118,26,47,4,31,31,20,292,12,85,17,15,119,66,20,666,2957,100,17,839,6,22,98,540,11,134,3,30,299,4,23,10,28,58,6,21,639,14,61,77,25,214,115,248,20,28,5,48,1527,215,2,76,20,7,29,72,168,150,150,19,5,11,1456,3,2811,21,0,67,5,119,5,87
07/10/2020,938,7,6,550,21,2,11,14,496,1,3,254,110,24,6,23,49,9,39,10,20,153,104,142,13,116,2,33,28,11,1,748,54,8,5,27,26,2,116,53,17,5,198,24,174,7586,117,26,50,4,36,31,21,314,12,85,17,16,128,67,22,666,3040,101,20,849,6,23,98,548,12,137,3,30,307,5,23,11,29,55,6,22,670,15,63,78,25,227,128,264,21,28,5,49,1612,238,2,84,20,7,29,72,168,154,158,19,5,11,1526,4,2884,22,0,73,5,122,5,91
