date,Campbell,Clay,Custer,Faulk,Hyde,Jerauld,Kingsbury,McPherson,Moody,Spink,Stanley,Tripp,Turner,Union,Brown,Brule,Buffalo,Clark,Corson,Davison,Day,Dewey,Edmunds,Grant,Gregory,Hamlin,Lincoln,Pennington,Sanborn,Unknown,Ziebach,Beadle,Bennett,Bon Homme,Charles Mix,Deuel,Douglas,Haakon,Hand,Hughes,Hutchinson,Jones,Lake,Lawrence,McCook,Miner,Minnehaha,Oglala Lakota,Roberts,Todd,Aurora,Brookings,Codington,Fall River,Hanson,Jackson,Lyman,Marshall,Meade,Mellette,Sully,Walworth,Yankton,Butte
04/22/2020,0,5,0,1,1,4,0,0,2,3,0,0,9,7,27,0,0,1,1,5,0,0,0,0,0,2,104,11,3,0,0,21,0,4,4,1,0,0,0,6,2,0,3,9,3,1,1555,1,4,1,1,9,13,1,0,0,2,1,1,0,1,5,23,0
04/23/2020,0,5,0,1,1,5,0,0,2,3,0,0,13,8,28,0,0,1,1,5,0,0,0,0,0,2,110,11,3,0,0,21,0,4,4,1,0,0,0,7,2,0,3,9,4,1,1636,1,4,1,1,9,13,1,0,0,2,1,1,0,1,5,25,0
04/24/2020,0,5,0,1,1,6,0,0,2,3,1,0,13,11,28,0,0,1,1,5,0,0,0,0,0,2,116,11,3,0,0,21,0,4,4,1,0,0,0,7,2,0,4,9,4,1,1707,1,4,1,1,9,14,1,0,0,2,1,1,0,1,5,25,0
04/25/2020,0,5,0,1,1,6,0,1,2,3,1,0,15,12,30,0,0,1,1,5,0,0,0,0,0,2,125,11,3,0,0,21,0,4,4,1,0,0,0,7,2,0,4,9,4,1,1796,1,4,1,1,11,14,1,0,0,2,1,1,0,1,5,26,0
04/26/2020,0,5,0,1,1,6,0,1,3,3,1,0,15,12,30,0,0,1,1,6,0,0,0,0,0,2,128,12,3,0,0,21,0,4,4,1,0,0,1,7,3,0,4,9,4,1,1854,1,4,1,1,11,14,1,0,0,2,1,1,0,1,5,26,0
04/27/2020,0,5,0,1,1,6,0,1,3,3,2,0,15,12,30,0,0,1,1,6,0,0,0,0,0,2,131,12,3,0,0,21,0,4,4,1,1,0,1,7,3,0,4,9,4,1,1880,1,4,1,1,12,14,1,0,0,2,1,1,0,1,5,27,0
04/28/2020,0,5,0,1,1,6,0,1,3,3,6,0,15,14,30,0,1,1,1,6,0,0,0,0,0,2,133,12,3,0,0,21,0,4,4,1,1,0,1,7,3,0,4,9,4,1,1939,1,4,1,1,12,14,1,0,0,2,1,1,0,1,5,27,0
04/29/2020,0,6,0,1,1,6,0,1,5,3,6,0,15,17,32,0,1,1,1,6,1,0,0,0,0,2,138,12,3,0,0,21,0,4,5,1,1,0,1,7,3,0,4,9,4,1,1984,1,4,1,1,12,14,1,0,0,3,1,1,0,1,5,27,0
04/30/2020,0,6,0,1,1,6,0,1,5,3,7,0,17,18,39,0,1,1,1,6,1,0,0,0,0,2,147,11,3,0,0,21,0,4,5,1,1,0,1,8,3,0,4,9,4,1,2038,1,4,1,1,13,14,1,0,0,3,1,1,0,1,5,27,0
05/01/2020,0,6,0,1,1,6,0,1,5,3,8,0,17,21,42,0,1,1,1,6,4,0,0,0,0,2,153,13,3,0,0,21,0,4,5,1,1,0,1,9,3,0,4,9,4,1,2089,1,8,2,1,13,14,1,0,0,3,1,1,0,1,5,27,0
05/02/2020,0,6,0,1,1,6,0,1,5,3,8,0,17,27,51,0,1,1,1,6,8,0,0,0,0,2,156,13,3,0,0,21,0,4,5,1,1,0,1,13,3,0,4,9,4,1,2123,1,9,3,1,13,14,1,0,0,3,1,1,0,1,5,27,0
05/03/2020,0,7,0,1,1,6,0,1,6,3,8,0,17,31,59,0,1,1,1,6,8,0,0,0,0,2,162,14,3,0,0,21,0,4,5,1,1,0,1,13,3,0,4,9,4,1,2142,1,10,3,1,13,14,2,0,0,3,1,1,0,1,5,28,0
05/04/2020,0,7,0,1,1,6,0,1,6,3,8,0,17,32,65,0,1,1,1,6,8,0,0,0,0,2,163,14,3,0,0,21,0,4,5,1,1,0,1,13,3,0,4,9,4,1,2170,1,10,3,1,13,15,2,0,0,3,1,1,0,1,5,28,0
05/05/2020,0,7,0,1,1,6,0,1,6,3,8,0,17,46,71,0,1,1,1,7,8,0,0,0,0,2,164,16,3,0,0,21,0,4,5,1,1,0,1,13,3,0,4,9,4,1,2195,1,10,6,1,13,15,2,0,0,3,1,2,0,1,5,28,0
05/06/2020,0,7,0,1,1,6,0,1,7,3,8,0,18,46,76,0,1,1,1,7,10,0,0,2,0,2,170,16,3,0,1,21,0,4,5,1,1,0,1,13,3,0,4,9,4,1,2231,2,11,7,1,14,15,2,0,0,3,1,2,0,1,5,29,0
05/07/2020,0,7,0,1,1,6,0,1,11,3,8,0,18,48,93,0,1,1,1,7,10,0,0,2,0,2,171,17,3,0,1,21,0,4,5,1,1,0,1,14,3,0,4,9,4,1,2332,1,11,7,1,14,15,2,0,0,3,1,2,0,1,5,29,0
05/08/2020,0,9,0,1,1,6,0,1,14,3,8,0,18,50,107,0,1,2,1,7,10,0,0,2,0,2,180,18,3,0,1,21,0,4,5,1,1,0,1,15,3,0,5,9,4,1,2535,1,11,8,1,14,15,2,0,0,3,1,3,0,1,5,29,0
05/09/2020,0,9,0,1,1,6,0,1,14,4,9,0,18,53,110,0,1,2,1,7,10,0,0,2,0,2,186,19,3,0,1,21,0,4,5,1,1,0,1,15,3,0,5,9,4,1,2767,1,13,8,1,14,15,2,0,0,3,1,3,0,1,5,29,0
05/10/2020,0,9,0,1,1,6,0,1,14,4,9,0,18,53,120,0,1,2,1,7,10,0,0,3,0,2,188,26,3,0,1,21,0,4,5,1,1,0,1,15,3,0,5,9,4,1,2867,1,14,9,2,14,15,2,0,0,3,1,3,0,1,5,30,0
05/11/2020,0,9,0,1,1,6,0,1,14,4,8,0,18,53,127,0,1,2,1,7,10,0,0,3,0,2,191,27,3,0,1,21,0,4,5,1,1,0,1,15,3,0,5,9,4,1,2952,1,14,10,2,14,15,2,0,0,3,1,4,0,1,5,30,0
05/12/2020,0,10,0,1,1,6,0,1,15,4,8,0,18,56,132,0,1,3,2,8,10,0,0,3,0,2,190,32,3,0,1,22,0,4,5,1,1,0,1,15,3,0,5,9,5,1,2978,1,14,13,2,14,15,2,0,0,3,1,4,0,1,5,31,0
05/13/2020,0,11,0,1,1,6,0,1,17,4,8,0,18,56,143,0,1,3,2,8,10,0,0,4,0,2,193,36,3,0,1,22,0,4,6,1,1,0,1,15,3,0,5,9,5,1,3017,3,14,14,2,14,16,2,0,0,3,1,5,0,1,5,33,0
05/14/2020,0,11,0,1,1,6,0,1,17,4,8,1,18,57,154,0,1,4,2,9,10,0,0,5,0,2,195,40,3,0,1,22,0,4,7,1,1,0,1,15,3,0,5,9,5,1,3050,3,17,13,2,14,16,2,0,0,4,1,5,0,1,5,34,0
05/15/2020,0,12,0,1,1,6,0,1,17,4,9,1,19,57,173,0,1,4,3,9,10,0,0,7,0,2,198,43,4,0,1,22,0,4,8,1,1,0,1,16,3,0,5,9,5,1,3101,6,18,15,2,14,16,2,0,0,4,1,5,0,1,5,38,0
05/16/2020,0,14,0,1,1,6,0,1,17,4,9,2,19,60,194,0,1,4,3,9,10,0,0,9,0,2,201,49,5,0,1,30,0,4,8,1,1,0,1,16,3,0,5,9,5,1,3119,9,19,16,2,14,16,2,0,0,4,1,5,0,1,5,40,0
05/17/2020,0,15,0,1,1,6,0,1,17,4,9,2,19,60,196,0,1,4,3,9,11,0,0,9,0,3,200,52,5,0,1,31,0,4,9,1,1,0,1,16,3,0,5,9,5,1,3135,10,19,16,3,14,17,2,0,0,4,1,5,0,1,5,40,0
05/18/2020,0,15,0,1,1,6,0,1,18,4,9,2,19,62,200,0,1,4,4,9,11,0,0,9,0,3,201,58,6,0,1,37,0,5,9,1,1,0,1,16,3,0,5,9,5,1,3150,10,19,17,3,14,17,2,0,0,4,1,5,0,1,5,41,0
05/19/2020,0,15,0,1,1,6,0,1,18,4,9,2,21,62,205,0,3,4,4,9,11,0,0,9,0,3,205,74,6,0,1,43,0,4,10,1,1,0,1,17,3,0,5,9,5,1,3165,10,20,17,3,14,17,3,0,0,6,3,5,0,1,5,42,0
05/20/2020,0,15,0,1,1,10,0,1,18,4,9,2,22,68,211,0,5,4,4,9,11,0,0,9,0,3,209,85,7,0,1,68,0,4,10,1,1,0,1,17,3,0,5,9,5,1,3182,14,20,17,8,14,17,4,0,0,9,3,5,0,1,5,44,0
05/21/2020,0,15,0,1,1,10,0,1,18,4,9,2,22,68,211,0,5,4,4,9,11,0,0,9,0,3,209,85,7,0,1,68,0,4,10,1,1,0,1,17,3,0,5,9,5,1,3182,14,20,17,8,14,17,4,0,0,9,3,5,0,1,5,44,0
05/22/2020,0,15,0,1,1,16,0,1,18,4,9,3,22,73,235,0,7,4,4,9,11,0,0,10,0,3,218,127,8,0,1,98,0,5,11,1,1,0,1,17,3,0,5,9,5,1,3211,15,22,17,20,14,25,4,0,0,10,4,6,0,1,5,45,0
05/23/2020,0,15,0,1,1,19,0,1,18,4,9,6,22,75,244,0,9,4,4,9,12,0,0,10,0,3,225,138,9,0,1,118,0,6,12,1,2,0,1,17,3,0,5,9,5,1,3248,17,23,17,22,15,29,4,0,0,11,4,7,0,1,5,46,0
05/24/2020,0,15,0,1,1,28,0,1,18,4,9,6,22,79,249,0,9,4,4,9,12,0,0,10,0,4,229,152,10,0,1,131,0,8,13,1,2,0,1,19,3,0,6,9,5,1,3260,17,35,18,22,15,32,4,0,1,12,4,10,0,1,5,51,0
05/25/2020,0,15,0,1,1,28,0,1,18,4,9,6,23,79,249,0,9,4,4,9,12,0,0,10,0,4,230,156,11,0,1,132,0,8,13,1,3,0,1,19,3,0,6,9,5,1,3274,17,35,18,22,15,32,4,0,1,12,4,10,0,1,5,51,0
05/26/2020,0,15,0,1,1,29,0,1,18,4,9,6,23,86,259,0,9,4,4,10,12,0,0,11,0,4,233,162,11,0,1,150,0,8,13,1,3,0,1,19,4,0,6,9,5,1,3289,17,35,20,22,15,33,4,0,2,12,4,10,0,1,5,51,0
05/27/2020,0,15,0,1,1,30,0,1,18,4,10,6,24,87,261,0,9,4,4,11,13,0,0,11,0,4,236,172,11,0,1,163,0,8,14,1,3,0,1,19,4,0,6,9,5,1,3300,20,39,22,22,15,34,4,0,2,13,4,10,0,1,5,51,0
05/28/2020,0,15,0,1,1,33,0,1,19,4,10,6,24,88,266,0,10,4,4,13,13,0,0,11,0,4,237,186,12,0,1,190,0,8,16,1,3,0,2,19,4,0,7,9,5,1,3317,21,39,23,23,15,35,4,0,3,14,4,10,0,1,5,51,0
05/29/2020,0,15,0,1,1,34,1,1,19,5,10,6,24,88,269,0,12,4,4,14,13,0,1,13,0,4,236,201,12,0,1,222,0,8,16,1,3,0,2,19,4,0,8,11,5,1,3330,21,35,23,23,16,35,4,0,3,13,4,13,0,1,5,51,0
05/30/2020,0,15,0,1,1,34,1,1,19,5,10,6,24,89,271,0,17,4,4,15,13,0,1,13,0,4,237,218,13,0,1,252,0,8,17,1,3,0,2,19,5,0,8,11,6,1,3345,25,36,26,25,16,36,4,0,4,14,4,18,0,1,5,51,0
05/31/2020,0,15,0,1,1,35,1,1,19,5,10,6,24,89,273,0,17,4,4,16,13,0,1,13,1,4,238,227,13,0,1,261,0,8,17,1,3,0,2,19,5,0,8,11,6,1,3349,26,36,27,26,16,37,4,0,4,14,4,19,0,1,5,51,0
06/01/2020,0,15,0,1,1,35,1,1,19,5,10,6,24,91,275,0,18,4,4,16,13,0,1,13,1,4,238,235,13,0,1,275,0,8,17,1,3,0,2,19,5,0,8,11,6,2,3355,31,36,27,26,16,37,4,0,4,14,4,21,0,1,5,51,0
06/02/2020,0,15,0,1,1,35,2,1,19,5,10,6,25,91,281,0,21,4,4,16,13,1,1,13,1,4,239,241,13,0,1,276,0,8,18,1,3,0,2,19,6,0,8,11,6,2,3362,31,36,28,26,17,37,5,0,4,14,4,22,0,1,5,51,0
06/03/2020,0,15,0,1,1,38,3,1,19,5,10,6,25,92,286,2,22,4,4,20,13,1,3,13,1,4,240,257,13,0,1,308,0,8,18,1,3,0,3,19,6,0,10,11,6,2,3377,32,36,28,27,20,38,6,1,4,15,4,22,0,1,5,51,0
06/04/2020,0,18,1,1,1,39,3,1,19,5,10,6,25,93,290,2,21,4,4,20,14,0,3,13,1,5,243,275,13,0,2,341,0,8,18,1,3,0,3,19,6,0,12,11,6,2,3385,34,37,31,27,20,39,6,1,4,16,4,24,0,1,5,51,0
06/05/2020,0,19,1,1,1,39,3,1,19,5,10,6,25,93,291,2,22,4,4,24,14,0,3,13,1,5,246,284,13,0,2,343,0,8,18,1,3,0,4,19,6,0,12,12,6,2,3387,35,37,33,27,20,39,6,2,4,16,4,24,0,1,5,52,0
06/06/2020,0,27,1,1,1,39,4,2,19,5,10,6,25,98,295,2,24,4,4,27,13,1,3,13,1,5,250,297,13,0,2,361,0,8,20,1,3,0,5,19,6,0,13,12,6,2,3397,35,38,36,29,22,41,6,2,4,22,4,24,0,1,5,53,0
06/07/2020,0,32,1,2,1,40,5,2,19,5,10,6,25,100,298,2,25,4,4,27,13,1,3,13,1,6,254,305,13,0,2,382,0,8,20,1,4,0,5,20,6,0,13,12,6,3,3407,39,38,37,29,23,41,6,2,4,24,4,24,0,1,5,55,0
06/08/2020,0,35,1,2,2,40,5,2,19,5,10,6,25,100,299,2,25,4,4,30,13,1,4,13,1,7,254,314,13,0,2,385,0,8,20,1,4,0,5,20,6,0,13,12,6,3,3409,39,38,38,29,23,43,6,3,4,24,4,26,0,1,5,58,0
06/09/2020,0,39,1,6,3,40,5,3,19,5,10,6,25,103,303,2,29,5,4,30,13,1,4,13,1,8,255,321,13,0,2,386,0,8,20,1,4,0,5,21,6,0,13,12,6,3,3418,40,39,42,29,24,43,6,3,4,27,4,26,0,1,5,58,0
06/10/2020,0,43,1,15,3,40,5,3,19,5,10,6,25,105,305,2,30,6,6,30,13,1,4,13,1,9,258,335,13,0,2,398,0,8,20,1,4,0,5,21,8,0,13,12,7,3,3430,45,39,44,29,26,44,6,3,4,30,4,28,0,1,5,58,0
06/11/2020,0,50,1,15,3,40,5,3,19,5,11,6,25,105,305,3,31,6,8,30,13,2,4,13,1,9,259,351,13,0,2,411,0,8,21,1,4,0,6,21,8,0,13,12,7,3,3444,45,39,45,29,26,43,6,3,4,32,4,28,0,1,5,58,0
06/12/2020,0,56,2,19,3,40,5,3,20,5,11,7,25,109,307,7,39,7,9,31,13,2,4,13,1,9,262,362,13,0,2,418,0,8,21,1,4,0,6,21,8,0,14,12,8,3,3458,45,40,46,30,26,44,6,3,4,32,4,30,0,1,5,58,0
06/13/2020,0,65,2,19,3,40,5,3,20,5,11,7,25,109,310,9,47,9,10,32,13,2,4,13,1,10,265,378,13,0,2,434,0,8,30,1,4,0,6,21,8,0,14,12,8,3,3467,45,40,47,33,26,45,6,3,5,33,4,33,1,1,5,58,0
06/14/2020,0,65,2,20,3,40,5,3,20,5,11,7,25,113,311,10,52,9,11,32,13,2,4,13,1,11,267,386,13,0,2,446,0,9,32,1,4,0,6,22,8,0,14,12,8,3,3479,46,40,47,33,34,46,6,3,5,33,4,36,1,1,5,58,0
06/15/2020,0,66,2,20,3,40,5,3,20,5,11,7,25,113,313,10,53,11,11,33,13,2,4,13,1,11,270,392,13,0,2,448,1,9,32,1,4,0,6,22,9,0,15,12,8,3,3485,46,40,47,33,36,46,6,3,5,33,4,37,1,1,5,58,0
06/16/2020,0,67,2,20,3,40,5,3,20,5,11,8,25,113,313,10,54,11,11,33,13,4,4,13,1,11,271,402,13,0,2,452,1,9,32,1,4,0,6,23,9,0,16,12,8,3,3488,48,40,48,33,38,46,6,3,6,33,5,39,2,1,6,60,0
06/17/2020,0,69,2,20,3,40,5,3,20,5,11,9,25,113,315,12,55,11,12,33,13,4,4,13,1,11,272,424,13,0,2,467,2,11,37,1,4,0,6,25,9,0,17,13,8,3,3499,49,40,50,33,39,47,6,3,6,39,5,39,2,1,7,62,0
06/18/2020,0,70,2,21,3,40,3,3,20,5,11,9,25,113,319,13,58,11,12,33,13,4,4,13,1,10,275,430,13,0,2,472,2,11,41,1,4,0,6,27,10,0,17,15,8,3,3513,54,40,50,33,46,47,6,3,6,40,5,40,2,1,7,63,0
06/19/2020,0,70,3,21,3,39,3,3,21,6,11,9,25,114,321,15,58,11,13,33,13,4,4,13,1,10,278,437,12,0,2,476,2,11,45,1,4,0,6,29,10,0,17,16,8,4,3526,53,40,50,34,47,47,6,3,6,44,5,41,2,1,7,64,0
06/20/2020,0,73,6,21,3,39,4,3,21,6,12,9,25,116,323,15,66,11,15,34,13,4,4,13,1,10,317,446,12,0,2,481,2,11,47,1,4,0,7,31,10,0,17,16,8,5,3503,54,40,50,34,48,49,6,3,6,46,5,42,2,1,7,65,0
06/21/2020,0,73,7,22,3,39,5,4,21,7,12,12,24,117,324,15,66,11,15,35,13,4,5,13,1,10,323,457,12,0,2,494,2,11,48,1,4,0,7,32,10,0,17,16,8,5,3523,55,40,50,34,51,49,6,4,6,47,5,42,2,1,7,68,0
06/22/2020,0,73,7,22,3,39,5,4,21,8,12,12,24,117,326,15,66,12,15,35,13,4,5,13,1,11,323,462,12,0,2,494,2,11,49,1,4,0,7,32,10,0,17,16,8,5,3534,56,40,50,34,52,49,7,5,6,48,5,43,2,1,7,69,0
06/23/2020,0,77,7,22,3,39,5,4,21,8,12,13,24,117,327,16,66,12,16,35,13,4,6,13,1,11,325,466,12,0,2,495,3,11,49,1,4,0,7,33,10,0,18,16,8,5,3537,59,40,50,34,54,49,7,5,6,49,5,43,2,1,7,68,0
06/24/2020,0,76,7,23,3,39,6,4,21,9,12,13,24,118,330,16,68,13,16,35,13,4,6,13,1,11,326,475,12,0,2,504,3,11,56,1,4,0,7,38,10,0,18,17,8,5,3550,60,40,51,34,54,49,7,5,6,55,5,43,3,1,8,70,0
06/25/2020,0,79,7,23,3,39,6,4,21,10,12,13,24,118,335,17,68,13,17,35,13,4,6,13,1,11,329,482,12,0,2,508,4,11,57,1,4,0,7,42,10,0,18,17,9,7,3560,65,40,52,34,57,51,9,6,6,55,5,44,3,1,8,71,0
06/26/2020,0,79,7,23,3,39,6,4,21,11,12,15,24,118,335,18,69,13,17,36,13,4,6,13,2,11,332,486,12,0,2,515,4,11,58,3,4,0,7,42,10,0,19,18,10,8,3577,68,40,53,34,57,51,10,6,6,55,5,46,3,1,9,74,0
06/27/2020,0,80,8,23,3,39,6,5,21,11,12,15,25,119,339,18,71,14,17,37,15,4,7,13,2,11,337,497,12,0,2,518,5,11,68,3,4,0,7,49,11,0,19,19,10,8,3586,83,40,56,34,58,53,10,6,6,57,5,47,3,1,9,77,0
06/28/2020,0,80,8,23,3,39,6,4,21,11,12,15,24,121,341,18,72,14,17,39,16,4,7,13,2,11,339,507,12,0,3,522,5,11,70,3,4,0,7,51,12,0,20,19,10,9,3598,84,41,56,34,61,57,11,6,6,59,5,47,3,1,9,78,0
06/29/2020,0,80,8,23,3,39,6,4,21,11,12,16,24,121,342,20,71,14,17,40,16,4,7,13,3,11,341,513,12,0,3,523,5,11,75,3,4,0,7,52,12,0,21,19,10,9,3600,85,45,57,34,61,61,12,7,6,59,5,47,3,1,9,78,0
06/30/2020,0,82,8,23,3,39,6,4,22,11,12,16,24,123,342,23,71,15,18,41,16,4,7,13,3,11,343,518,12,0,2,524,4,11,82,3,4,0,7,55,12,0,21,19,10,9,3610,85,47,57,34,62,63,12,7,6,62,5,48,3,1,12,77,0
07/01/2020,0,83,9,23,3,39,6,4,23,11,12,16,25,124,342,24,71,15,18,41,16,5,7,13,4,12,347,523,12,0,2,527,4,11,85,3,4,0,7,58,12,0,21,19,10,9,3627,87,47,57,34,65,70,12,7,6,65,5,49,4,1,13,77,0
07/02/2020,0,85,10,23,3,39,6,4,23,11,12,17,25,126,344,26,72,15,18,43,17,6,7,13,4,12,352,536,12,0,1,532,4,11,86,3,5,0,7,60,13,0,22,19,10,9,3638,88,47,57,34,68,72,12,8,6,68,5,49,5,1,14,78,0
07/03/2020,1,87,10,23,3,39,6,4,23,12,13,18,25,132,344,29,76,15,18,44,17,8,7,13,4,13,357,546,12,0,1,539,4,11,90,3,7,0,7,64,13,0,22,19,12,9,3655,89,49,57,34,70,75,12,8,6,69,5,50,5,1,14,79,0
07/04/2020,1,87,10,23,3,39,6,5,23,12,13,18,25,133,343,29,76,15,19,44,17,8,8,13,4,13,365,556,12,0,1,539,4,11,91,4,7,0,7,64,14,0,22,19,13,9,3659,94,49,57,34,73,83,12,9,6,70,5,50,7,1,15,79,0
07/05/2020,1,87,10,23,3,39,6,5,23,12,14,18,25,133,347,29,76,15,19,46,18,8,8,13,4,13,365,560,12,0,1,540,4,12,91,4,9,0,7,64,14,0,22,19,13,10,3663,95,52,57,34,79,83,12,10,6,70,5,51,7,1,15,81,0
07/06/2020,1,89,10,23,3,39,6,5,23,12,14,18,27,137,349,29,76,15,19,47,18,8,8,13,4,13,366,575,12,0,1,541,4,12,91,4,9,1,7,65,15,0,22,19,13,10,3667,99,52,57,34,81,83,12,10,6,70,5,51,7,1,15,82,0
07/07/2020,1,90,10,23,3,39,6,5,23,12,14,18,27,137,350,29,77,15,19,47,19,9,8,14,4,13,371,590,12,0,1,545,4,12,90,4,10,1,7,65,15,0,22,19,14,10,3685,100,52,57,34,83,85,12,12,6,72,5,52,6,1,15,82,0
07/08/2020,1,90,10,23,3,39,6,5,23,12,14,18,27,138,350,30,79,15,19,50,19,12,8,14,4,13,376,606,12,0,1,549,4,12,95,4,10,1,7,66,15,1,22,19,14,10,3706,103,52,59,34,86,86,13,12,6,75,5,53,6,1,16,82,1
07/09/2020,1,92,10,23,3,39,6,5,23,12,14,18,28,140,352,33,84,15,19,51,19,27,8,16,5,13,381,616,12,0,2,551,4,13,96,4,10,1,7,68,15,1,23,19,15,10,3723,108,53,61,34,86,90,13,13,6,80,5,53,6,1,16,83,1
07/10/2020,1,93,10,24,3,39,6,5,23,12,14,19,28,148,354,33,83,15,19,52,19,33,8,16,5,13,384,624,12,0,3,551,4,13,96,4,10,1,7,68,15,1,26,19,15,10,3738,108,53,65,34,90,92,13,13,6,84,5,53,6,1,16,84,2
